day;BK-Saldo;SystemSell;SystemBuy;ENTRY;EXIT;RLM;SLP;NK-Saldo;holiday;margin;rlm_imputation;exit_imputation;entry_imputation
2014-09-22;-39739429.0;0.0;9520000.0;4887429199.0;3060170821.0;1380699435.0;471008520;-8644024.0;0;9520000.0;1422854658.3790965;2998601848.350906;4643343049.322893
2014-09-23;-36370295.0;2480000.0;19920000.0;5018961326.0;2995235581.0;1433754094.0;602521104;62635477.0;0;17440000.0;1447564592.3612523;2950981957.252713;4747102811.738886
2014-09-24;-29641212.0;4000000.0;20160000.0;4975976830.0;2888462023.0;1421745135.0;670683072;99291909.0;0;16160000.0;1446030952.8045812;2927370174.554312;4848640749.40735
2014-09-25;-4673221.0;102234000.0;0.0;4927348275.0;2968729582.0;1405362297.0;649593648;90203272.0;0;-102234000.0;1441931619.8535151;2897011630.981602;4810348668.701251
2014-09-26;-9110269.0;71400000.0;11900000.0;4780440539.0;2921423778.0;1344120689.0;573224088;34223241.0;0;-59500000.0;1366153298.362388;2915493253.8500066;4701768801.17823
2014-09-27;-14319180.0;113442000.0;9890000.0;4695993213.0;3156114485.0;1130330212.0;499864056;37734274.0;0;-103552000.0;1142332735.8193;2970671596.678006;4496780724.899076
2014-09-28;5284892.0;43800000.0;0.0;4760661547.0;3209012775.0;1118294805.0;463719144;13915559.0;0;-43800000.0;1117728967.1771584;2921738733.655325;4364820412.752701
2014-09-29;5445926.0;0.0;29718000.0;4880421583.0;3083448270.0;1348171457.0;405329760;2425294.0;0;29718000.0;1338756138.7249014;2863616043.074406;4499373614.909717
2014-09-30;-2477022.0;0.0;0.0;4768354729.0;2997911554.0;1392597250.0;372597480;-18381321.0;0;0.0;1365768194.949855;2813540589.212728;4505678439.408638
2014-10-01;44093050.0;54319000.0;1020000.0;4818138011.0;3041884145.0;1406603581.0;370619328;-40883807.0;0;-53299000.0;1361189159.189252;2777582772.1521573;4442908569.027764
2014-10-02;37405805.0;29276000.0;19290000.0;4899812270.0;3145126316.0;1344388004.0;392204328;-17336096.0;0;-9986000.0;1343603170.9580889;2759377408.1531925;4389665225.843321
2014-10-03;21812420.0;46920000.0;0.0;4823883918.0;3329754323.0;1102725447.0;407741352;3177783.0;1;-46920000.0;1072634059.5785933;2926064169.0463758;4285404788.3796105
2014-10-04;8922903.0;99941000.0;0.0;4755360015.0;3292531982.0;1102965303.0;442357680;9472350.0;0;-99941000.0;1110400617.8151383;2799775265.1790123;4238937957.2253566
2014-10-05;-12265615.0;36549000.0;0.0;4835029135.0;3221392075.0;1139074033.0;513610560;-366481.0;0;-36549000.0;1155317036.4901972;2823366562.718271;4334926006.891764
2014-10-06;-17796910.0;42240000.0;16810000.0;4943474852.0;3086565218.0;1385833600.0;514727208;-18556771.0;0;-25430000.0;1402147518.4970455;2701915189.854693;4523295655.057429
2014-10-07;-25381684.0;0.0;21565000.0;4963175447.0;3069853021.0;1377266654.0;525896520;-52679318.0;0;21565000.0;1410946200.4954946;2750522588.391534;4505639389.146551
2014-10-08;-29861693.0;0.0;155593000.0;5002078597.0;3014937131.0;1389606525.0;489306528;-114955435.0;0;155593000.0;1383130947.885556;2743766304.5961328;4431505239.417884
2014-10-09;-24349395.0;0.0;138263000.0;4921763934.0;3042453067.0;1355939925.0;416879232;-72442615.0;0;138263000.0;1349216886.8415174;2737750208.35179;4425736788.653617
2014-10-10;-5555736.0;0.0;37200000.0;4851357042.0;3013316988.0;1343487930.0;450420672;-49429845.0;0;37200000.0;1327707640.7987764;2786224722.140444;4409661094.938878
2014-10-11;-7975083.0;0.0;41650000.0;4633948527.0;2998462756.0;1132635442.0;465281736;-45570422.0;0;41650000.0;1155456218.376598;2776754571.839111;4346430782.43271
2014-10-12;-13230126.0;0.0;13100000.0;4639762026.0;3029919744.0;1142374907.0;468236496;-69045589.0;0;13100000.0;1168279603.9277985;2770679417.778239;4279079067.267526
2014-10-13;-18374317.0;0.0;92599000.0;4785691127.0;2878936255.0;1381762136.0;442851792;-106495055.0;0;92599000.0;1421787128.2288074;2658779364.731921;4424985209.588532
2014-10-14;;;;;;;492045504;;0;;1434698281.0704677;2655476514.914846;4425012184.214767
2014-10-15;;;;;;;537713928;;0;;1455256346.4899893;2667830537.867743;4484090490.826551
2014-10-16;;;;;;;540869304;;0;;1451865456.226543;2635844098.8079414;4438736217.855141
2014-10-17;;;;;;;540751752;;0;;1422779002.4391136;2679786597.3423;4484134169.950252
2014-10-18;;;;;;;499889760;;0;;1189905982.7416484;2748133944.459676;4297468512.32539
2014-10-19;;;;;;;428618184;;0;;1148710149.5659704;2710339519.484967;4269286532.1155024
2014-10-20;-18391516.0;4320000.0;130437000.0;4706106320.0;2788338271.0;1379142701.0;449402400;-83534681.0;0;126117000.0;1408773214.260039;2662959394.526408;4520395693.944638
2014-10-21;-28545292.0;0.0;86484000.0;4884303906.0;2850051838.0;1439679920.0;562326888;-157147719.0;0;86484000.0;1466933187.8061457;2631016208.3907824;4595109197.899099
2014-10-22;-69970041.0;0.0;236419000.0;5135443695.0;2633522031.0;1535846776.0;835108296;-173629124.0;0;236419000.0;1588039374.0620422;2625303011.114706;4911699826.215834
2014-10-23;-40245316.0;0.0;136503000.0;5238772839.0;2701792292.0;1536248694.0;936315144;-12536770.0;0;136503000.0;1635366645.269554;2712610602.1514206;5421194160.062803
2014-10-24;-13591453.0;0.0;16152000.0;5234407191.0;2761434192.0;1473438447.0;985452432;57698453.0;0;16152000.0;1523512894.8891654;2678580016.0117254;5270532221.36545
2014-10-25;4496312.0;0.0;15190000.0;5139548768.0;2849735294.0;1298703102.0;971217158;11158738.0;0;15190000.0;1311678090.0357656;2728265930.141628;5080392643.306881
2014-10-26;13716284.0;100648000.0;0.0;4817995676.0;2796820409.0;1232328771.0;861641280;-7276335.0;0;-100648000.0;1269229564.252717;2669242617.784795;4861175628.449415
2014-10-27;-33892130.0;5980000.0;33840000.0;4987087113.0;2584146364.0;1505992376.0;889073760;-42607306.0;0;27860000.0;1568544579.6884222;2607002361.94244;5187893355.657169
2014-10-28;-47697887.0;0.0;73312000.0;5146520578.0;2525727502.0;1575950458.0;1015188312;-94779366.0;0;73312000.0;1598766172.9176836;2554947667.238427;5240079999.652851
2014-10-29;-45452818.0;360000.0;244219000.0;5317257453.0;2459416690.0;1593270924.0;1054608336;-100460296.0;0;243859000.0;1588372344.996693;2556854195.8503;5268621734.057325
2014-10-30;7637634.0;31890000.0;62520000.0;5176143140.0;2550939967.0;1547360757.0;1027895784;-12188656.0;0;30630000.0;1585382771.5724356;2637242464.7242537;5436314144.354936
2014-10-31;23024492.0;41860000.0;64310000.0;5087022741.0;2689217736.0;1422903169.0;916092480;12410789.0;0;22450000.0;1464460043.0526986;2624321466.193405;5116260690.45129
2014-11-01;20701623.0;61500000.0;13140000.0;4751060028.0;2792674824.0;1217375987.0;760043616;-34701156.0;0;-48360000.0;1181927127.9386137;2673487280.573028;4628727392.239435
2014-11-02;10079859.0;0.0;23220000.0;4762387520.0;2766122013.0;1244537263.0;705395712;-79446868.0;0;23220000.0;1163053813.6790724;2627658069.454965;4515651959.15823
2014-11-03;8632893.0;0.0;117432000.0;4856522330.0;2571966538.0;1465677907.0;697415424;-157992809.0;0;117432000.0;1419208647.3907952;2506993612.7365856;4670611851.567383
2014-11-04;-26106203.0;0.0;236083000.0;4833535858.0;2374752828.0;1519500013.0;728170560;-183658212.0;0;236083000.0;1486502838.659737;2443817499.771581;4716540368.757646
2014-11-05;-19442425.0;0.0;206676000.0;5002966538.0;2297995731.0;1602853115.0;916426560;-143076401.0;0;206676000.0;1574923040.6751263;2446079373.6163588;4941424218.599781
2014-11-06;-42038855.0;960000.0;199713000.0;5280577470.0;2326714185.0;1665023105.0;1130029536;-67842927.0;0;198753000.0;1661881500.5613022;2445883197.5964327;5282039398.53932
2014-11-07;-76829301.0;0.0;113910000.0;5222130223.0;2339178654.0;1583133947.0;1254472800;-42675035.0;0;113910000.0;1615280343.4581308;2453424351.344301;5330781270.426572
2014-11-08;-17536608.0;8060000.0;0.0;4895558189.0;2387887675.0;1335706231.0;1189028976;26218511.0;0;-8060000.0;1369973539.023733;2466140532.256488;5041710013.84656
2014-11-09;-36908828.0;0.0;33660000.0;4939285511.0;2341968734.0;1371370728.0;1219891968;-10801356.0;0;33660000.0;1420804392.7122235;2437365762.0526547;5113096619.803354
2014-11-10;-32958159.0;1350000.0;20160000.0;5112455046.0;2288739168.0;1629537969.0;1198220304;-52192920.0;0;18810000.0;1690221603.0050125;2369865560.929222;5334719510.367985
2014-11-11;-21473421.0;0.0;117300000.0;5149968453.0;2255914860.0;1616111858.0;1181681136;-79234564.0;0;117300000.0;1697006631.181756;2399181712.557986;5300144192.644787
2014-11-12;1736717.0;0.0;119708000.0;5141470862.0;2292148366.0;1607036697.0;1107295560;-87022280.0;0;119708000.0;1690931592.306378;2428487807.328824;5261108188.961862
2014-11-13;;;;;;;1107381528;;0;;1698732546.9225218;2463820940.688494;5215041785.457613
2014-11-14;;;;;;;1074164952;;0;;1618756062.5673962;2536466893.0773945;5106711617.865109
2014-11-15;;;;;;;1029203400;;0;;1384281259.0662546;2604541489.841009;4804975631.809742
2014-11-16;;;;;;;1082301888;;0;;1418061214.5865889;2633529416.3767085;4830907879.271572
2014-11-17;;;;;;;1224599352;;0;;1725196329.603274;2608483005.3785167;5326620972.953957
2014-11-18;;;;;;;1286183568;;0;;1770550165.0257926;2692675113.8897533;5498150330.411265
2014-11-19;-53145532.0;0.0;9840000.0;5593228376.0;2550818457.0;1753779024.0;1324570464;-78855276.0;0;9840000.0;1783824496.1616075;2489816764.237322;5662551220.707779
2014-11-20;-58453219.0;0.0;52638000.0;5752575678.0;2524320317.0;1789632623.0;1460081928;-22158690.0;0;52638000.0;1816817633.904344;2601462863.118185;5835892599.796883
2014-11-21;-52250223.0;0.0;97285000.0;5912665853.0;2577030176.0;1719536371.0;1558193856;12022712.0;0;97285000.0;1776801994.4503536;2609013992.934314;5876230382.368115
2014-11-22;-42855773.0;0.0;29240000.0;5396149514.0;2455450476.0;1440608247.0;1503395592;11497288.0;0;29240000.0;1536843595.3800404;2652707047.940596;5612454096.728273
2014-11-23;-24802608.0;0.0;0.0;5196196294.0;2435123735.0;1416912830.0;1360193976;-15824199.0;0;0.0;1478784433.732591;2631928911.1561847;5452088241.252985
2014-11-24;-63993611.0;1500000.0;34545000.0;5544934121.0;2493046905.0;1739479325.0;1346288376;-78065032.0;0;33045000.0;1728175791.2571764;2555117223.962252;5635634278.484782
2014-11-25;-71347332.0;0.0;225423000.0;5978518804.0;2500332384.0;1831208496.0;1498447536;-113617846.0;0;225423000.0;1795659081.2140546;2546423622.887429;5742713863.465304
2014-11-26;-50093290.0;0.0;116807000.0;5976982898.0;2434914750.0;1851464391.0;1629548424;-73664938.0;0;116807000.0;1834839205.4277816;2589168257.5928483;5947174397.249694
2014-11-27;-36877930.0;0.0;131500000.0;6084909211.0;2437285368.0;1826346286.0;1720284720;-26104530.0;0;131500000.0;1843586341.178001;2674535228.1702266;6100982161.371807
2014-11-28;-40510068.0;5040000.0;63350000.0;6115730583.0;2478026117.0;1822425418.0;1799968248;-27407938.0;0;58310000.0;1830444207.6208773;2698056236.9262614;6235939647.785379
2014-11-29;-45240441.0;0.0;76940000.0;5970503278.0;2416012524.0;1650002470.0;1888793832;-44215380.0;0;76940000.0;1659143107.668737;2778263119.370343;6191132751.347495
2014-11-30;-59471872.0;0.0;52320000.0;6062968257.0;2415625010.0;1666171321.0;1994716536;30339226.0;0;52320000.0;1708139004.6914566;2756635396.36168;6410860343.256783
2014-12-01;-121999687.0;0.0;174925000.0;6544476191.0;2375185032.0;2056154987.0;2093038488;-24440589.0;0;174925000.0;2007598223.072208;2661967082.9500604;6791352160.295953
2014-12-02;-74139148.0;0.0;210098000.0;6927324257.0;2453770876.0;2156605578.0;2189288280;-36370173.0;0;210098000.0;2066295628.409006;2659606456.733221;6948128760.91597
2014-12-03;-54295242.0;0.0;129488000.0;7189159934.0;2631292871.0;2214541913.0;2293465632;42554279.0;0;129488000.0;2113418132.230152;2733062521.668507;7137197206.003502
2014-12-04;-9847442.0;11950000.0;23040000.0;7005965509.0;2606511458.0;2142977121.0;2270947152;157317294.0;0;11090000.0;2098416484.175268;2739037890.8751903;7124584297.543796
2014-12-05;28380409.0;170081000.0;2160000.0;6642497907.0;2581682553.0;1990640206.0;2198857488;239169039.0;0;-167921000.0;2015010464.884607;2808576004.793711;6899200759.536583
2014-12-06;27142381.0;230588000.0;0.0;6069804294.0;2589394813.0;1638335085.0;2027558208;194956187.0;0;-230588000.0;1773196543.8782468;2809012422.284245;6540991540.053934
2014-12-07;6545029.0;197666000.0;0.0;5997281634.0;2581548362.0;1649156181.0;1942459608;92551205.0;0;-197666000.0;1741978178.9089155;2854866400.816783;6397005610.702736
2014-12-08;-40272218.0;45080000.0;14560000.0;6438823302.0;2552734622.0;1994271362.0;1967457960;30313173.0;0;-30520000.0;1998459138.7340868;2757005978.473684;6531435369.367162
2014-12-09;-38392553.0;57680000.0;22800000.0;6566777550.0;2548197521.0;2076432967.0;2024973600;-21194701.0;0;-34880000.0;2047063960.9582665;2735177028.742998;6672883427.582018
2014-12-10;-48048157.0;74560000.0;0.0;6395751072.0;2536427258.0;2008636979.0;1962228168;-85212684.0;0;-74560000.0;1988977735.279436;2774173528.9435143;6574523972.159945
2014-12-11;-30099859.0;12120000.0;69741000.0;6391674379.0;2553069689.0;1935775732.0;1888158000;-44262192.0;0;57621000.0;1940078418.1995385;2757126369.2840133;6387290617.626917
2014-12-12;13367498.0;0.0;51235000.0;6056604286.0;2555219442.0;1754838705.0;1683897048;-40759339.0;0;51235000.0;1763697217.4649956;2774005321.7040334;5948475409.37314
2014-12-13;;;;;;;1641032328;;0;;1570711726.6504755;2772281000.9393764;5848739958.405326
2014-12-14;;;;;;;1699598472;;0;;1593345118.1447124;2742626966.698156;6020103949.691362
2014-12-15;;;;;;;1741684320;;0;;1805430462.7571423;2640333084.181892;6133476141.549181
2014-12-16;;;;;;;1788395160;;0;;1782128026.5277462;2576394531.3494897;6026760358.169689
2014-12-17;;;;;;;1759943952;;0;;1749367720.5767922;2603133622.7582555;5913032801.936621
2014-12-18;;;;;;;1346778456;;0;;1567209713.1049447;2658069480.205451;5497062153.2631
2014-12-19;32025984.0;13090000.0;24480000.0;5332282461.0;2481289715.0;1558093446.0;1251027144;-185764170.0;0;11390000.0;1465305515.006318;2616653075.6654778;5137460493.545142
2014-12-20;-24360125.0;0.0;252336000.0;5497571934.0;2453438593.0;1478683926.0;1365862152;-329613954.0;0;252336000.0;1303633714.449287;2636341125.218449;5192672806.309351
2014-12-21;1721745.0;0.0;263900000.0;5566391371.0;2473295791.0;1413474877.0;1453760736;-241436770.0;0;263900000.0;1321866918.2693808;2596988456.17217;5420193581.406209
2014-12-22;47237424.0;0.0;174055000.0;5599530936.0;2579333285.0;1455781309.0;1378661568;-144786730.0;0;174055000.0;1476785838.3254242;2511819064.434885;5459170662.394625
2014-12-23;70260393.0;0.0;77460000.0;5343299294.0;2548422093.0;1359875497.0;1289474088;-153597443.0;0;77460000.0;1405201467.0939708;2567025061.060748;5345668667.254007
2014-12-24;21902013.0;0.0;137154000.0;5216310318.0;2519319304.0;1254532036.0;1308454704;-223527127.0;0;137154000.0;1394258373.9823446;2527351637.9599977;5186687131.13041
2014-12-25;-12662472.0;0.0;130575000.0;5521202936.0;2627092457.0;1320271604.0;1497936504;-222926174.0;1;130575000.0;1308424239.7955272;2656059503.059684;5383860430.237448
2014-12-26;-38992123.0;3000000.0;295367000.0;6124612599.0;2586177267.0;1445086899.0;1881149688;-88875682.0;1;292367000.0;1366933065.0660143;2635221684.2588663;5957018098.420374
2014-12-27;-110872940.0;0.0;174768000.0;6392441063.0;2649000844.0;1581387108.0;2120988864;-118818658.0;0;174768000.0;1436899152.432909;2609293771.3020687;6284742359.409725
2014-12-28;-178511376.0;6000000.0;257256000.0;6835541919.0;2699729908.0;1676077221.0;2434126368;-70910669.0;0;251256000.0;1595020586.6503208;2564129496.087696;7057458882.36692
2014-12-29;-102662544.0;25096000.0;124020000.0;7118366539.0;2804132096.0;1768906969.0;2587494960;110244429.0;0;98924000.0;1887660019.5057588;2495124597.379655;7511090531.203596
2014-12-30;24224635.0;120238000.0;32100000.0;7006170114.0;2891506909.0;1670498956.0;2515796664;280498399.0;0;-88138000.0;1883893641.1519563;2570836951.288361;7498035157.891786
2014-12-31;25707019.0;313577000.0;0.0;6375906580.0;2840378149.0;1533730994.0;2276962248;171843025.0;0;-313577000.0;1815346581.3936791;2566747148.89228;7226805485.061943
2015-01-01;14970889.0;107649000.0;18000000.0;6132502492.0;2509795724.0;1509455185.0;2190393024;139678930.0;1;-89649000.0;1562481584.415639;2486381564.784916;6519368711.633415
2015-01-02;-13370668.0;75096000.0;0.0;6037473573.0;2518381467.0;1598181838.0;1997384976;5012096.0;0;-75096000.0;1634657621.8698142;2600463707.745913;6543049257.988048
2015-01-03;-63113858.0;0.0;48415000.0;5900322090.0;2425103333.0;1584224058.0;1919214144;-104383995.0;0;48415000.0;1463658707.4764657;2598110066.172548;6113923374.178273
2015-01-04;-53652390.0;0.0;110670000.0;6092381898.0;2467396251.0;1617596441.0;1956762024;-85813367.0;0;110670000.0;1518368473.37639;2547408618.524551;6195278230.75631
2015-01-05;-71234453.0;0.0;218028000.0;6743310694.0;2582686217.0;1896052261.0;2145192360;8078547.0;0;218028000.0;1858306530.066649;2481655794.819905;6686951148.05543
2015-01-06;-66475233.0;65286000.0;115980000.0;6639228152.0;2519007895.0;1909514320.0;2238814080;84488019.0;0;50694000.0;1941070859.4881213;2468076642.689371;6896998309.308925
2015-01-07;-86886213.0;98699000.0;31950000.0;6623096111.0;2723599875.0;1936898591.0;2127105648;45354155.0;0;-66749000.0;1919640080.2823265;2489075946.698952;6742406962.300226
2015-01-08;-31229411.0;23040000.0;52880000.0;6288152333.0;2539128499.0;1846599248.0;1930473456;-4247439.0;0;29840000.0;1861550287.915756;2487819215.337576;6356095228.08811
2015-01-09;14985200.0;0.0;31412000.0;5776300896.0;2400173890.0;1706983528.0;1633130616;-67122611.0;0;31412000.0;1724567135.3368878;2481664364.6189537;5857124037.342426
2015-01-10;25828365.0;0.0;23690000.0;4967640238.0;2226944617.0;1440532638.0;1252321464;-224972854.0;0;23690000.0;1392695879.5312436;2509753421.9215784;5125801365.423649
2015-01-11;-57635923.0;0.0;390300000.0;5581093869.0;2167765999.0;1610567524.0;1515576888;-359929733.0;0;390300000.0;1555322176.8094926;2522188244.0330014;5509644982.779668
2015-01-12;;;;;;;1507963992;;0;;1796562022.5802488;2470240710.764179;5734681983.11162
2015-01-13;;;;;;;1491166944;;0;;1754600953.152727;2462568967.567002;5694886204.636574
2015-01-14;;;;;;;1602705480;;0;;1861289035.8125296;2511023857.35875;5852457476.600352
2015-01-15;;;;;;;1532234928;;0;;1793397561.4547176;2549636463.6387777;5716521901.828844
2015-01-16;;;;;;;1612239144;;0;;1764146944.3046217;2582789316.5760336;5815604544.724746
2015-01-17;;;;;;;1752176712;;0;;1618760523.6312313;2640975404.7505445;5759794751.7232895
2015-01-18;-60438771.0;0.0;252748000.0;6108535412.0;2283709238.0;1702818922.0;1961657520;-119166166.0;0;252748000.0;1709679226.2640202;2523492523.475364;6075154391.222531
2015-01-19;-94914881.0;0.0;233425000.0;6778837063.0;2394433717.0;2094481887.0;2195374920;-8958908.0;0;233425000.0;2042791863.967376;2456521764.4674926;6662635740.52585
2015-01-20;-72414100.0;14700000.0;93956000.0;6740682046.0;2296157718.0;2148582596.0;2291257560;87394926.0;0;79256000.0;2074931652.486889;2516374132.625114;6814328747.351583
2015-01-21;-52974548.0;71290000.0;15040000.0;6650617008.0;2207144839.0;2168170894.0;2386668648;102270286.0;0;-56250000.0;2107282727.8934157;2490891186.2102103;6981127639.181171
2015-01-22;-48866515.0;76655000.0;15200000.0;6662601580.0;2228675103.0;2152254959.0;2393759976;66071708.0;0;-61455000.0;2094202523.2087853;2502219068.897783;7008668546.945702
2015-01-23;-62304687.0;49690000.0;53058000.0;6800655812.0;2374077584.0;2071479343.0;2412816720;62472301.0;0;3368000.0;2034109875.399132;2498165716.5380845;6988564657.86125
2015-01-24;-30046597.0;8640000.0;110120000.0;6376729996.0;2237475713.0;1743385923.0;2345322024;17009183.0;0;101480000.0;1757346219.525417;2490844728.750858;6510814348.528152
2015-01-25;-19410751.0;7920000.0;0.0;6162512776.0;2181237215.0;1715937650.0;2281573128;95396105.0;0;-7920000.0;1757617307.637486;2453025035.946147;6488857821.691551
2015-01-26;-26775258.0;21900000.0;22010000.0;6412118477.0;2242472717.0;1966309060.0;2226701712;64184478.0;0;110000.0;1986713650.026317;2399858944.9202614;6578619770.893227
2015-01-27;-25211296.0;84400000.0;14060000.0;6339571404.0;2351081071.0;1973482706.0;2108575248;-2859761.0;0;-70340000.0;1969414137.2048736;2454520486.185081;6492557583.937202
2015-01-28;-8943623.0;44980000.0;43020000.0;6295748379.0;2335554847.0;1945362196.0;2026424328;-63818494.0;0;-1960000.0;1917806436.7206264;2459831112.3901734;6405272582.04435
2015-01-29;-12813665.0;0.0;87390000.0;6396730017.0;2299168915.0;1953738125.0;2076154560;-66808280.0;0;87390000.0;1898824428.2491448;2517885625.788508;6371101081.968622
2015-01-30;-17831268.0;0.0;108637000.0;6523584154.0;2356352624.0;1931127712.0;2168354232;-16751495.0;0;108637000.0;1893176183.803058;2528974320.733161;6583721569.761336
2015-01-31;1859163.0;38850000.0;0.0;6089686481.0;2240280965.0;1692992544.0;2182769424;36016708.0;0;-38850000.0;1697428962.2798536;2525526341.9648285;6445709586.780691
2015-02-01;-34155419.0;58975000.0;1400000.0;6066015730.0;2152847242.0;1705899062.0;2287597416;105806787.0;0;-57575000.0;1740742062.3241138;2511097518.6049776;6603359068.422305
2015-02-02;-66356505.0;54887000.0;0.0;6764425977.0;2495316815.0;2053393341.0;2325397440;64610425.0;0;-54887000.0;2041743106.38633;2520977761.6841536;6948850909.072571
2015-02-03;-67156140.0;171692000.0;89129000.0;7040334441.0;2615061729.0;2160417588.0;2406840600;45363947.0;0;-82563000.0;2101769166.3516064;2520657090.937036;7163316106.897949
2015-02-04;-51869951.0;16620000.0;16525000.0;7290933257.0;2589321907.0;2212844422.0;2528845008;66626512.0;0;-95000.0;2186215403.750758;2590191383.417808;7474407979.074566
2015-02-05;-75635871.0;10800000.0;33091000.0;7324019361.0;2591990837.0;2189494331.0;2592353136;63558431.0;0;22291000.0;2227296524.740773;2593919282.5534472;7646196649.604624
2015-02-06;-77285267.0;0.0;0.0;7318082019.0;2673121824.0;2120966935.0;2584908936;-19909594.0;0;0.0;2151798109.355869;2683800116.3761;7540342351.894956
2015-02-07;-27550397.0;0.0;57712000.0;6828779945.0;2543618705.0;1788432145.0;2463213408;72156950.0;0;57712000.0;1894939904.8583884;2696012607.705466;7234029400.486391
2015-02-08;-55951702.0;0.0;0.0;6606605217.0;2534724943.0;1755017064.0;2357055288;124572730.0;0;0.0;1825319714.046424;2683377364.0256085;6950271240.113819
2015-02-09;-8805596.0;76020000.0;0.0;6761374179.0;2667020320.0;1961085788.0;2198471784;71371646.0;0;-76020000.0;2043957442.8935957;2662861077.076137;7064021098.131412
2015-02-10;-529822.0;0.0;67320000.0;6771899788.0;2735418356.0;1937452685.0;2013009264;-537531.0;0;67320000.0;1985407944.3171165;2648415277.39875;6795684256.066231
2015-02-11;;;;;;;2052319488;;0;;2023567727.5409284;2673847733.70977;6878122963.22995
2015-02-12;;;;;;;2066637936;;0;;2020725166.848328;2677784997.6345525;6777735790.744432
2015-02-13;;;;;;;2027742672;;0;;1936743455.0164492;2694726965.2070065;6703831038.229446
2015-02-14;;;;;;;1927589376;;0;;1675820591.2442102;2710468220.142076;6400764541.664591
2015-02-15;;;;;;;2026559688;;0;;1681196060.2199025;2652581355.3627;6442504361.550253
2015-02-16;;;;;;;2087880888;;0;;1942538296.372716;2608410628.081646;6688943960.970708
2015-02-17;-41932536.0;0.0;260459000.0;6601576668.0;2348819429.0;1972591712.0;2084268936;-89794792.0;0;260459000.0;1980461273.3037748;2506517537.5694613;6646377832.304201
2015-02-18;-28181577.0;0.0;111863000.0;6714884887.0;2582144542.0;1954341244.0;2092890120;-5077702.0;0;111863000.0;1982531328.0489783;2504115998.0370965;6801489029.341305
2015-02-19;-43998640.0;3600000.0;0.0;6637095447.0;2576708786.0;1970225961.0;2124787848;-5709761.0;0;-3600000.0;1955044600.083816;2516898532.6497254;6737498497.424387
2015-02-20;26710141.0;0.0;110776000.0;6253779617.0;2373022181.0;1778895078.0;1947727776;52101474.0;0;110776000.0;1797087922.9147973;2494293792.5114446;6375164521.235237
2015-02-21;14366143.0;136318000.0;20330000.0;5642843405.0;2271908205.0;1573664777.0;1882686936;14946758.0;0;-115988000.0;1567123223.656219;2492682681.115013;6073199515.278879
2015-02-22;-5650889.0;140710000.0;9360000.0;5620867163.0;2233039230.0;1625093912.0;1887384312;-9030510.0;0;-131350000.0;1567433403.635909;2531677284.798707;5981444343.900808
2015-02-23;-56301458.0;41424000.0;180066000.0;6215826565.0;2331440144.0;1917660236.0;1914162408;-122815903.0;0;138642000.0;1819279886.532208;2418125767.0117903;6198543700.717862
2015-02-24;-10885169.0;0.0;115522000.0;6302954819.0;2437015617.0;1867542969.0;1913996856;-58550736.0;0;115522000.0;1814209676.5473511;2443032205.738201;6173659059.733498
2015-02-25;11739128.0;6500000.0;9900000.0;6354280116.0;2486156029.0;1873161970.0;1978321728;121288652.0;0;3400000.0;1849370686.2827687;2421363649.530656;6286189611.662415
2015-02-26;28074497.0;97170000.0;0.0;6092563168.0;2461898995.0;1812852501.0;1866008376;125856853.0;0;-97170000.0;1801802561.0554368;2471238589.0183034;6177470605.0251465
2015-02-27;7710522.0;34450000.0;0.0;6029076499.0;2374217985.0;1778837572.0;1884180408;28765239.0;0;-34450000.0;1775212966.2806623;2450119964.3066893;6176914901.120663
2015-02-28;11948283.0;6880000.0;14040000.0;5738870214.0;2310997586.0;1553586527.0;1847051352;63525599.0;0;7160000.0;1533477952.1282778;2469442945.834773;5887683702.97184
2015-03-01;28552591.0;28110000.0;4020000.0;5610117287.0;2374930687.0;1519049238.0;1692664440;-27871199.0;0;-24090000.0;1465828904.4345396;2544335733.3075776;5712181636.393441
2015-03-02;-13538138.0;0.0;24180000.0;5867599146.0;2377449610.0;1782689365.0;1703661504;-79564761.0;0;24180000.0;1729683135.014526;2461935303.719712;5814950259.339614
2015-03-03;-7376124.0;0.0;189246000.0;6020116825.0;2310811458.0;1777060058.0;1770985488;-132702636.0;0;189246000.0;1759869540.1153457;2487838676.554105;5914402757.55422
2015-03-04;-25462603.0;82773000.0;98910000.0;5943788190.0;2337290447.0;1791330733.0;1843300560;-68206917.0;0;16137000.0;1799920727.697945;2489508083.335189;6064521719.587081
2015-03-05;-23910870.0;0.0;24195000.0;6138429773.0;2438396572.0;1810501932.0;1892696472;45400984.0;0;24195000.0;1847758896.3470333;2493988653.885658;6291502435.946262
2015-03-06;-859315.0;70042000.0;44770000.0;5899321076.0;2365763642.0;1716353407.0;1850545632;68687257.0;0;-25272000.0;1753800809.7623825;2480087319.470967;6191287725.767485
2015-03-07;39661187.0;225825000.0;6960000.0;5188746130.0;2290932001.0;1409992060.0;1659962280;88431009.0;0;-218865000.0;1458749558.4273417;2516070136.352162;5736994895.28161
2015-03-08;53883507.0;234831000.0;23182000.0;5107019646.0;2447709500.0;1351848119.0;1474967568;160857958.0;0;-211649000.0;1393207556.4267228;2520535275.56976;5566712232.299472
2015-03-09;26345987.0;123510000.0;0.0;5273385115.0;2349140754.0;1599471591.0;1410185352;76400326.0;0;-123510000.0;1659287063.5464027;2471626416.0769;5705356557.892459
