day;BK-Saldo;SystemSell;SystemBuy;ENTRY;EXIT;RLM;SLP;NK-Saldo;holiday;margin
2014-01-03;56874601.0;4000000.0;0.0;5450479263.0;2285562604.0;1558610720.0;1534626960;-77876380.0;0;-4000000.0
2014-01-04;70676735.0;11750000.0;20080000.0;5189147410.0;2214827557.0;1432506373.0;1443408456;-160057340.0;0;8330000.0
2014-01-05;57973864.0;0.0;22960000.0;5329165395.0;2237589216.0;1491397034.0;1501971168;-156109997.0;0;22960000.0
2014-01-06;59768815.0;0.0;125363000.0;5568448548.0;2240865460.0;1649544158.0;1479271608;-156747437.0;0;125363000.0
2014-01-07;81186176.0;23561000.0;44640000.0;5215522131.0;2134949650.0;1680669318.0;1296933384;-113756067.0;0;21079000.0
2014-01-08;64674631.0;0.0;25440000.0;5099262830.0;2110619646.0;1687620678.0;1206903192;-189051288.0;0;25440000.0
2014-01-09;49427088.0;0.0;146779000.0;5350237882.0;2356685588.0;1685831535.0;1151534376;-274550507.0;0;146779000.0
2014-01-10;7009947.0;0.0;229529000.0;5596420354.0;2302047284.0;1741168684.0;1345871952;-277098863.0;0;229529000.0
2014-01-11;36724068.0;0.0;238832000.0;5567931900.0;2220821603.0;1554817844.0;1524852144;-252581366.0;0;238832000.0
2014-01-12;-12623886.0;0.0;140597000.0;5695277203.0;2167930656.0;1633330012.0;1790085744;-57467324.0;0;140597000.0
2014-01-13;-14539010.0;0.0;218516000.0;6209638562.0;2182462085.0;1938925627.0;1901843016;14339707.0;0;218516000.0
2014-01-14;13432567.0;132380000.0;90720000.0;6022257770.0;2240664554.0;1951802503.0;1862452632;80323010.0;0;-41660000.0
2014-01-15;29965562.0;40640000.0;21692000.0;6115916669.0;2268630729.0;1947796776.0;1883181480;39860567.0;0;-18948000.0
2014-01-16;65441519.0;145531000.0;0.0;5808501799.0;2218582255.0;1872716782.0;1784249736;39289468.0;0;-145531000.0
2014-01-17;;;;;;;1674695400;;0;
2014-01-18;;;;;;;1682351544;;0;
2014-01-19;;;;;;;1710776280;;0;
2014-01-20;;;;;;;1864848672;;0;
2014-01-21;;;;;;;2060025384;;0;
2014-01-22;;;;;;;2163080352;;0;
2014-01-23;14868825.0;70176000.0;64560000.0;6623665231.0;2350965508.0;2058821976.0;2198612160;-40339354.0;0;-5616000.0
2014-01-24;10000299.0;109426000.0;106160000.0;6573696996.0;2272024990.0;2050530787.0;2239828104;-72472935.0;0;-3266000.0
2014-01-25;-10008560.0;83680000.0;218256000.0;6474504799.0;2199464107.0;1828875438.0;2335870656;-125758153.0;0;134576000.0
2014-01-26;-9471112.0;88887000.0;203860000.0;6364391330.0;2118354171.0;1800069237.0;2329005768;-118714563.0;0;114973000.0
2014-01-27;7580893.0;49380000.0;135080000.0;6729568919.0;2281431878.0;2050984939.0;2315991672;72386994.0;0;85700000.0
2014-01-28;22024368.0;144692000.0;0.0;6546835169.0;2279079748.0;2054485820.0;2330772888;136973200.0;0;-144692000.0
2014-01-29;-30782369.0;204984000.0;56320000.0;6755595732.0;2341854846.0;2154401209.0;2429555256;-32978655.0;0;-148664000.0
2014-01-30;-42256195.0;0.0;203730000.0;7032925762.0;2306620734.0;2140122970.0;2424393576;8122293.0;0;203730000.0
2014-01-31;30324955.0;77262000.0;0.0;6721703053.0;2366320820.0;1995132625.0;2393768736;124236017.0;0;-77262000.0
2014-02-01;66607753.0;160761000.0;0.0;6054749448.0;2358770523.0;1612460692.0;2165518704;121303311.0;0;-160761000.0
2014-02-02;68465578.0;270083000.0;0.0;5915570169.0;2432118592.0;1650628168.0;2026910760;101577936.0;0;-270083000.0
2014-02-03;15440451.0;29940000.0;32443000.0;6447125795.0;2360161338.0;2022545610.0;2052632592;3471000.0;0;2503000.0
2014-02-04;27194424.0;42120000.0;12000000.0;6247184051.0;2287952792.0;1988098879.0;1964709336;-43112951.0;0;-30120000.0
2014-02-05;10640505.0;15440000.0;13404000.0;6151971573.0;2273981105.0;1916707628.0;1945822824;-38522994.0;0;-2036000.0
2014-02-06;56648663.0;70248000.0;11040000.0;5848414287.0;2285374892.0;1797926424.0;1760263992;57862871.0;0;-59208000.0
2014-02-07;58951483.0;155680000.0;9840000.0;5499125844.0;2266489660.0;1730693285.0;1576523064;-55041245.0;0;-145840000.0
2014-02-08;48848806.0;31680000.0;143381000.0;5454695991.0;2336487680.0;1477536630.0;1491752136;-186443261.0;0;111701000.0
2014-02-09;9132260.0;0.0;49010000.0;5422287932.0;2294206430.0;1540266769.0;1518538344;-219141519.0;0;49010000.0
2014-02-10;-46685279.0;0.0;266059000.0;5971322705.0;2236761936.0;1861545450.0;1658374848;-204400564.0;0;266059000.0
2014-02-11;-5252421.0;0.0;177842000.0;5998281871.0;2278234333.0;1836191601.0;1707192696;-88524329.0;0;177842000.0
2014-02-12;17146174.0;9240000.0;79770000.0;5840846148.0;2191679951.0;1808446935.0;1745805624;-31117387.0;0;70530000.0
2014-02-13;20088232.0;11760000.0;49176000.0;5722173925.0;2171173102.0;1798113626.0;1713921672;-53669671.0;0;37416000.0
2014-02-14;24173708.0;12000000.0;0.0;5614589863.0;2187805342.0;1712503869.0;1693535328;636937.0;0;-12000000.0
2014-02-15;31110312.0;75069000.0;24000000.0;5080387564.0;2243693582.0;1418572659.0;1404577488;-93482059.0;0;-51069000.0
2014-02-16;;;;;;;1421687760;;0;
2014-02-17;;;;;;;1557299520;;0;
2014-02-18;;;;;;;1567796064;;0;
2014-02-19;;;;;;;1557577488;;0;
2014-02-20;;;;;;;1513006608;;0;
2014-02-21;;;;;;;1455156240;;0;
2014-02-22;2894145.0;0.0;119206000.0;5361007946.0;2272940667.0;1482065150.0;1501158480;-125271628.0;0;119206000.0
2014-02-23;11302932.0;46540000.0;14640000.0;5312529150.0;2319424776.0;1471768409.0;1536961512;-3651487.0;0;-31900000.0
2014-02-24;8113923.0;50840000.0;90510000.0;5642245996.0;2258174959.0;1738185643.0;1574010720;73649463.0;0;39670000.0
2014-02-25;45771111.0;25149000.0;0.0;5444551704.0;2276099604.0;1686668489.0;1456624224;58336185.0;0;-25149000.0
2014-02-26;30691584.0;74489000.0;0.0;5429529255.0;2360944213.0;1702509914.0;1404131064;1066090.0;0;-74489000.0
2014-02-27;2490349.0;5880000.0;0.0;5466663806.0;2325209653.0;1701366232.0;1433022864;-30755657.0;0;-5880000.0
2014-02-28;3938484.0;7680000.0;4900000.0;5484093710.0;2327280107.0;1659981686.0;1491297864;-22112230.0;0;-2780000.0
2014-03-01;29074503.0;25650000.0;43110000.0;5446335445.0;2405033045.0;1446384194.0;1540084392;-11173909.0;0;17460000.0
2014-03-02;16718703.0;102043000.0;39960000.0;5457525217.0;2440631481.0;1451972265.0;1604026440;29603096.0;0;-62083000.0
2014-03-03;10718319.0;20900000.0;51480000.0;5716103504.0;2367912876.0;1674546268.0;1624521288;42810623.0;0;30580000.0
2014-03-04;-14124223.0;87200000.0;20160000.0;5635859566.0;2377526993.0;1726432132.0;1609514568;98244388.0;0;-67040000.0
2014-03-05;-26614767.0;122829000.0;0.0;5592656382.0;2381763361.0;1745000337.0;1594320888;85504792.0;0;-122829000.0
2014-03-06;-61357618.0;96702000.0;14886000.0;5479554172.0;2268208201.0;1757198919.0;1575714840;79454479.0;0;-81816000.0
2014-03-07;15315020.0;52430000.0;17000000.0;5300166615.0;2192001349.0;1642131794.0;1478620920;65924182.0;0;-35430000.0
2014-03-08;52563805.0;168734000.0;0.0;4948529320.0;2292616591.0;1370656511.0;1358935632;108121138.0;0;-168734000.0
2014-03-09;35672661.0;121440000.0;0.0;4835238432.0;2384060095.0;1348668259.0;1180890864;107735435.0;0;-121440000.0
2014-03-10;39317333.0;173139000.0;0.0;5002140474.0;2385746770.0;1610801291.0;1124719368;66465312.0;0;-173139000.0
2014-03-11;2489347.0;51419000.0;0.0;4915138460.0;2209387322.0;1637979101.0;1112913984;-33160052.0;0;-51419000.0
2014-03-12;20587648.0;41534000.0;6740000.0;4958149460.0;2196565566.0;1644824045.0;1123065864;-5508619.0;0;-34794000.0
2014-03-13;20277968.0;60560000.0;0.0;4962847097.0;2246479048.0;1615824022.0;1133583912;49881375.0;0;-60560000.0
2014-03-14;28433787.0;24200000.0;0.0;5000217957.0;2343879646.0;1531786925.0;1112882208;21560790.0;0;-24200000.0
2014-03-15;2171732.0;540000.0;0.0;4881577469.0;2380288520.0;1354057627.0;1135162560;-63356084.0;0;-540000.0
2014-03-16;29642250.0;30240000.0;82897000.0;4831507780.0;2385185283.0;1343394363.0;1030509648;-161899579.0;0;52657000.0
2014-03-17;26578478.0;0.0;29880000.0;4960347016.0;2313432904.0;1544020556.0;1042419912;-82253444.0;0;29880000.0
2014-03-18;;;;;;;1031154096;;0;
2014-03-19;;;;;;;971556264;;0;
2014-03-20;;;;;;;824387088;;0;
2014-03-21;;;;;;;813621336;;0;
2014-03-22;;;;;;;918812208;;0;
2014-03-23;;;;;;;1187363880;;0;
2014-03-24;-57052449.0;0.0;37114000.0;5587991375.0;2421850145.0;1708869734.0;1488404616;61497188.0;0;37114000.0
2014-03-25;-36305741.0;16900000.0;0.0;5700428846.0;2374380964.0;1722500545.0;1649013360;191120839.0;0;-16900000.0
2014-03-26;-3858924.0;116686000.0;0.0;5611195520.0;2424188656.0;1666059631.0;1635499992;247776391.0;0;-116686000.0
2014-03-27;25591098.0;264494000.0;0.0;5269437622.0;2445550122.0;1595171288.0;1457313432;227073635.0;0;-264494000.0
2014-03-28;6136946.0;365254000.0;0.0;4976016782.0;2496853096.0;1532084510.0;1272261288;130463969.0;0;-365254000.0
2014-03-29;37437628.0;194197000.0;30380000.0;4649413590.0;2580026514.0;1181296544.0;983238868;77204361.0;0;-163817000.0
2014-03-30;47869808.0;108218000.0;0.0;4761666725.0;2741743033.0;1212276648.0;857200200;46215631.0;0;-108218000.0
2014-03-31;64831426.0;55605000.0;0.0;4767664922.0;2467756186.0;1457094625.0;793788960;-21466290.0;0;-55605000.0
2014-04-01;45194214.0;58710000.0;12420000.0;4808243030.0;2631528406.0;1443419137.0;727772856;-39654930.0;0;-46290000.0
2014-04-02;50474418.0;50310000.0;69765000.0;5092824253.0;2979012427.0;1392464613.0;653341800;-27493233.0;0;19455000.0
2014-04-03;36980724.0;86337000.0;20400000.0;5080713545.0;3173829784.0;1358088109.0;574942512;-9526615.0;0;-65937000.0
2014-04-04;8371383.0;19200000.0;55820000.0;4935549522.0;3000194061.0;1326570550.0;565901808;-134146001.0;0;36620000.0
2014-04-05;11532610.0;0.0;104160000.0;4950601617.0;3120302624.0;1155660805.0;554082120;-209406123.0;0;104160000.0
2014-04-06;22542406.0;0.0;188932000.0;4934834853.0;3040743104.0;1142199444.0;577263960;-90324738.0;0;188932000.0
2014-04-07;33880888.0;24800000.0;118680000.0;5008167276.0;3024401611.0;1318144182.0;549421632;15657087.0;0;93880000.0
2014-04-08;-22798486.0;13280000.0;12480000.0;4956852172.0;2884241249.0;1428525137.0;647434464;-110050592.0;0;-800000.0
2014-04-09;-24002482.0;0.0;166820000.0;5229095429.0;2865286626.0;1463159293.0;782408352;-132317770.0;0;166820000.0
2014-04-10;-9600715.0;0.0;123895000.0;5118949731.0;2685568950.0;1481573443.0;849426600;-36848334.0;0;123895000.0
2014-04-11;-3165022.0;0.0;10350000.0;5034639581.0;2722260978.0;1420985404.0;876644952;49927658.0;0;10350000.0
2014-04-12;30004251.0;37246000.0;19950000.0;4932738870.0;2876673679.0;1200019391.0;837432192;85811830.0;0;-17296000.0
2014-04-13;6478462.0;69654000.0;0.0;4831065694.0;2831660530.0;1223539136.0;828444912;71032581.0;0;-69654000.0
2014-04-14;-42060261.0;102836000.0;0.0;5088375798.0;2740834494.0;1513303793.0;969803256;-12527434.0;0;-102836000.0
2014-04-15;-46433306.0;85190000.0;8550000.0;5376905386.0;2725692286.0;1600741625.0;1163425944;-17502691.0;0;-76640000.0
2014-04-16;-1403443.0;93688000.0;0.0;5582159378.0;2863800554.0;1553984573.0;1235829192;198149205.0;0;-93688000.0
2014-04-17;;;;;;;1143878088;;0;
2014-04-18;;;;;;;1144535832;;1;
2014-04-19;;;;;;;970477872;;0;
2014-04-20;;;;;;;756758448;;0;
2014-04-21;;;;;;;678471096;;1;
2014-04-22;;;;;;;593335968;;0;
2014-04-23;15947028.0;22260000.0;20640000.0;5143076289.0;3212282801.0;1353784702.0;558907488;-1525693.0;0;-1620000.0
2014-04-24;13264447.0;48100000.0;0.0;5097827918.0;3246515070.0;1350922329.0;526216560;-16487835.0;0;-48100000.0
2014-04-25;15883891.0;71480000.0;0.0;4962324214.0;3285816529.0;1273149119.0;449273808;-9014734.0;0;-71480000.0
2014-04-26;25029654.0;0.0;3040000.0;4823260301.0;3240442888.0;1099688102.0;446228784;-1727683.0;0;3040000.0
2014-04-27;7890555.0;0.0;5040000.0;4940225092.0;3285058566.0;1132993534.0;500952456;-41641483.0;0;5040000.0
2014-04-28;20483055.0;0.0;24800000.0;5066048956.0;3111799578.0;1359929406.0;556028016;-20925182.0;0;24800000.0
2014-04-29;10402128.0;34280000.0;0.0;5199601313.0;3286270071.0;1369721225.0;559763760;10672987.0;0;-34280000.0
2014-04-30;55756059.0;4000000.0;0.0;5204138491.0;3288737981.0;1309359597.0;549276936;40008956.0;0;-4000000.0
2014-05-01;56005030.0;64555000.0;0.0;5224756507.0;3544124318.0;1113077048.0;566790768;26250398.0;1;-64555000.0
2014-05-02;-10842902.0;0.0;31319000.0;5265304110.0;3277995459.0;1286477500.0;676503720;-77889647.0;0;31319000.0
2014-05-03;-13104992.0;4860000.0;0.0;5390732545.0;3360703748.0;1199130705.0;838510944;18566423.0;0;-4860000.0
2014-05-04;-16347597.0;27858000.0;0.0;5469471745.0;3307178967.0;1211063757.0;982682568;136913845.0;0;-27858000.0
2014-05-05;14666036.0;142572000.0;0.0;5247619202.0;3105250162.0;1361516466.0;903980784;197361739.0;0;-142572000.0
2014-05-06;14458618.0;208954000.0;0.0;4932001032.0;3141276320.0;1288612880.0;687023736;107864566.0;0;-208954000.0
2014-05-07;-4459941.0;68260000.0;0.0;5153069558.0;3256553137.0;1333794091.0;625684152;-288049.0;0;-68260000.0
2014-05-08;-12838626.0;83104000.0;8480000.0;5282189961.0;3449098060.0;1322495935.0;581416800;-80127458.0;0;-74624000.0
2014-05-09;-8633448.0;0.0;20400000.0;5142500166.0;3293863196.0;1277082776.0;553610712;-75980969.0;0;20400000.0
2014-05-10;-382729.0;0.0;139734000.0;4974576571.0;3179529754.0;1107743345.0;575355432;-109653998.0;0;139734000.0
2014-05-11;-21808830.0;0.0;29600000.0;5131891486.0;3312058630.0;1153366944.0;659230416;-77013061.0;0;29600000.0
2014-05-12;-27301016.0;0.0;96774000.0;5299392833.0;3121087039.0;1375405451.0;758734728;-48081626.0;0;96774000.0
2014-05-13;-9297787.0;0.0;17760000.0;5506319103.0;3248766054.0;1404821474.0;842840376;33831900.0;0;17760000.0
2014-05-14;-2322190.0;0.0;10080000.0;5418413667.0;3077659909.0;1414113433.0;908464584;83586839.0;0;10080000.0
2014-05-15;-19713288.0;0.0;10320000.0;5446666137.0;3104998793.0;1422011349.0;919587504;82352606.0;0;10320000.0
2014-05-16;12196345.0;211011000.0;0.0;5339482223.0;3397832187.0;1313357903.0;799212696;131561826.0;0;-211011000.0
2014-05-17;;;;;;;711588312;;0;
2014-05-18;;;;;;;608920224;;0;
2014-05-19;;;;;;;465234696;;0;
2014-05-20;;;;;;;331647072;;0;
2014-05-21;;;;;;;254115840;;0;
2014-05-22;;;;;;;210916152;;0;
2014-05-23;-8347072.0;0.0;51506000.0;5158562131.0;3621624174.0;1232848612.0;250975392;-62158595.0;0;51506000.0
2014-05-24;3545625.0;30810000.0;29880000.0;4912593393.0;3562143825.0;1044948557.0;291194136;-36675941.0;0;-930000.0
2014-05-25;20133502.0;0.0;0.0;4922270040.0;3555541848.0;1033885454.0;307874016;4902652.0;0;0.0
2014-05-26;-4803693.0;0.0;0.0;5155584961.0;3581815388.0;1253466253.0;314826672;16516798.0;0;0.0
2014-05-27;-2009911.0;12510000.0;2160000.0;5272408324.0;3653318313.0;1284142490.0;339276888;-23124331.0;0;-10350000.0
2014-05-28;-8657112.0;0.0;22100000.0;5420618962.0;3690612770.0;1294460756.0;410710896;-63813813.0;0;22100000.0
2014-05-29;-19468692.0;0.0;75060000.0;5279020680.0;3598186445.0;1128790805.0;490080072;-47636089.0;1;75060000.0
2014-05-30;-12585489.0;6400000.0;20100000.0;5303013649.0;3564492406.0;1181088366.0;547889520;59540970.0;0;13700000.0
2014-05-31;12487511.0;53242000.0;0.0;5044509780.0;3457726679.0;1071955753.0;544262856;136059321.0;0;-53242000.0
2014-06-01;-893850.0;21664000.0;0.0;5010181446.0;3378601316.0;1104406800.0;542370552;119449013.0;0;-21664000.0
2014-06-02;8623811.0;86596000.0;9840000.0;5013634070.0;3308612078.0;1282972529.0;482073720;117147275.0;0;-76756000.0
2014-06-03;14753822.0;104029000.0;0.0;4781589164.0;3179205062.0;1263171545.0;420721344;89441652.0;0;-104029000.0
2014-06-04;2107210.0;9600000.0;0.0;4613226600.0;2966998082.0;1266725110.0;380110992;56557610.0;0;-9600000.0
2014-06-05;368767.0;118676000.0;5040000.0;4566751201.0;2960921093.0;1288402773.0;421650096;44435703.0;0;-113636000.0
2014-06-06;26184999.0;134216000.0;0.0;4574213214.0;3168382934.0;1164884570.0;339094728;28558495.0;0;-134216000.0
2014-06-07;55801444.0;165756000.0;0.0;4620318436.0;3542381184.0;930959638.0;247449624;6572534.0;0;-165756000.0
2014-06-08;74244842.0;65080000.0;0.0;4648795758.0;3578638181.0;859280590.0;192634224;-16139104.0;0;-65080000.0
2014-06-09;56531877.0;106220000.0;0.0;4540481338.0;3513786643.0;906229949.0;161242848;-38906294.0;1;-106220000.0
2014-06-10;1520706.0;0.0;0.0;4698384669.0;3356174205.0;1181553952.0;150844464;-46348900.0;0;0.0
2014-06-11;-370631.0;0.0;12080000.0;4650338817.0;3216335588.0;1245731638.0;166126728;-48711490.0;0;12080000.0
2014-06-12;-3369557.0;0.0;75090000.0;4651037578.0;3140415198.0;1229820794.0;197831088;-23051684.0;0;75090000.0
2014-06-13;1516854.0;0.0;19304000.0;4714250175.0;3270611116.0;1175211719.0;237275712;153779.0;0;19304000.0
2014-06-14;316012.0;2800000.0;0.0;4629372437.0;3305621187.0;1026493293.0;289271712;27980606.0;0;-2800000.0
2014-06-15;-3195897.0;36930000.0;0.0;4553606353.0;3246897625.0;1024347961.0;313594440;61600253.0;0;-36930000.0
2014-06-16;;;;;;;339161352;;0;
2014-06-17;;;;;;;337894320;;0;
2014-06-18;;;;;;;325907352;;0;
2014-06-19;;;;;;;342566256;;0;
2014-06-20;;;;;;;379258656;;0;
2014-06-21;;;;;;;391577976;;0;
2014-06-22;-2601243.0;94251000.0;0.0;4190847312.0;2847839139.0;1052354786.0;380031288;82378371.0;0;-94251000.0
2014-06-23;-2902708.0;89730000.0;0.0;4344068734.0;2759808601.0;1291216037.0;377645760;75626164.0;0;-89730000.0
2014-06-24;-8258129.0;133590000.0;0.0;4207438947.0;2664638915.0;1307446559.0;370283304;90929009.0;0;-133590000.0
2014-06-25;-25969126.0;54920000.0;0.0;4224887499.0;2553054632.0;1342293520.0;402070248;67340603.0;0;-54920000.0
2014-06-26;-9121679.0;41424000.0;0.0;4252069832.0;2602099607.0;1315788570.0;376036776;71774290.0;0;-41424000.0
2014-06-27;15275114.0;120360000.0;0.0;4079649494.0;2603319675.0;1239403444.0;331279080;71037927.0;0;-120360000.0
2014-06-28;27432844.0;127612000.0;0.0;3808951023.0;2567492775.0;1034608720.0;295374096;34796307.0;0;-127612000.0
2014-06-29;1115799.0;126558000.0;0.0;4241299200.0;2973215678.0;1059014092.0;326758224;29242376.0;0;-126558000.0
2014-06-30;-19220824.0;0.0;0.0;4177456585.0;2548752873.0;1292716084.0;346938456;30707343.0;0;0.0
2014-07-01;-3038291.0;78590000.0;0.0;4372480741.0;2790277264.0;1279709287.0;377862120;73936750.0;0;-78590000.0
2014-07-02;-13153927.0;155003000.0;0.0;4338491264.0;2843892835.0;1286737504.0;371321496;81473318.0;0;-155003000.0
2014-07-03;3420708.0;36720000.0;16765000.0;4485400565.0;2964976164.0;1235358595.0;291972336;35352541.0;0;-19955000.0
2014-07-04;20491173.0;59940000.0;0.0;4666944937.0;3307530166.0;1164133381.0;219058512;-2623877.0;0;-59940000.0
2014-07-05;28709828.0;29760000.0;5940000.0;4391330318.0;3185184874.0;997152277.0;194904816;-20047644.0;0;-23820000.0
2014-07-06;24913539.0;0.0;0.0;4349169362.0;3159733439.0;984554843.0;173525040;-25149933.0;0;0.0
2014-07-07;20342985.0;24240000.0;0.0;4387690009.0;2954294370.0;1234970100.0;195574680;-14545454.0;0;-24240000.0
2014-07-08;8418230.0;0.0;49614000.0;4442477941.0;2831380517.0;1294978502.0;253116480;-18286918.0;0;49614000.0
2014-07-09;7123844.0;3120000.0;36410000.0;4526411327.0;2862232082.0;1290230609.0;326253552;21695708.0;0;33290000.0
2014-07-10;8876055.0;0.0;0.0;4390966056.0;2801119169.0;1248873517.0;324091008;53498705.0;0;0.0
2014-07-11;7426986.0;51075000.0;0.0;4397007336.0;2971425258.0;1200230788.0;259750320;18065369.0;0;-51075000.0
2014-07-12;7177013.0;63600000.0;0.0;4324869641.0;3114081316.0;1015951601.0;235090272;13367405.0;0;-63600000.0
2014-07-13;20843561.0;14940000.0;0.0;4372075758.0;3116749167.0;1001333907.0;240041328;-7914913.0;0;-14940000.0
2014-07-14;19090527.0;52031000.0;0.0;4282730797.0;2849144448.0;1208127720.0;241866744;8487307.0;0;-52031000.0
2014-07-15;7259800.0;39559000.0;0.0;4438729842.0;2998461195.0;1222048524.0;234667392;1979082.0;0;-39559000.0
2014-07-16;;;;;;;215905560;;0;
2014-07-17;;;;;;;192376104;;0;
2014-07-18;;;;;;;166016232;;0;
2014-07-19;;;;;;;145891224;;0;
2014-07-20;;;;;;;142421904;;0;
2014-07-21;;;;;;;153823704;;0;
2014-07-22;14825629.0;63844000.0;45540000.0;4401988332.0;3009980878.0;1210452786.0;163112400;-38316639.0;0;-18304000.0
2014-07-23;17711737.0;0.0;0.0;4377645330.0;2995656425.0;1187784278.0;169078800;-16670672.0;0;0.0
2014-07-24;15150515.0;20250000.0;4320000.0;4473364621.0;3073428181.0;1210713272.0;181509600;-23469534.0;0;-15930000.0
2014-07-25;14726105.0;19440000.0;2400000.0;4512181298.0;3116867403.0;1190330615.0;196538640;-9608452.0;0;-17040000.0
2014-07-26;19624819.0;0.0;3600000.0;4189251462.0;2976951104.0;986217669.0;192463368;-4320666.0;0;3600000.0
2014-07-27;19087970.0;24840000.0;0.0;4151491876.0;2983455773.0;978624015.0;187067808;-503710.0;0;-24840000.0
2014-07-28;28831736.0;61200000.0;0.0;4318259495.0;2976136791.0;1153636964.0;191901864;-2184119.0;0;-61200000.0
2014-07-29;14534086.0;16200000.0;10350000.0;4370437913.0;2967048360.0;1166376430.0;195263040;2677885.0;0;-5850000.0
2014-07-30;854504.0;0.0;0.0;4529299396.0;3129934945.0;1183370124.0;197715240;-1931858.0;0;0.0
2014-07-31;10903051.0;0.0;0.0;4631857236.0;3224815716.0;1173127850.0;207023448;1683528.0;0;0.0
2014-08-01;6295965.0;57619000.0;0.0;4415500647.0;3136072661.0;1124492210.0;188515296;-14962932.0;0;-57619000.0
2014-08-02;6692659.0;0.0;8850000.0;4392734276.0;3216173965.0;982130581.0;170207664;-18658766.0;0;8850000.0
2014-08-03;13209664.0;36384000.0;0.0;4324803760.0;3187506759.0;979974184.0;172605912;-16904914.0;0;-36384000.0
2014-08-04;6514887.0;53909000.0;0.0;4124358570.0;2792672421.0;1169494207.0;191461584;-3292773.0;0;-53909000.0
2014-08-05;11816768.0;3040000.0;0.0;4289732851.0;2872175901.0;1178864263.0;213294864;9853972.0;0;-3040000.0
2014-08-06;20734460.0;58280000.0;0.0;4181877788.0;2824716650.0;1160502195.0;217470456;2894796.0;0;-58280000.0
2014-08-07;11153318.0;108324000.0;0.0;3988182065.0;2671173689.0;1168697508.0;219960264;13652568.0;0;-108324000.0
2014-08-08;22808579.0;0.0;0.0;4024162776.0;2680291604.0;1101040826.0;203979864;11322469.0;0;0.0
2014-08-09;8005278.0;13700000.0;0.0;4088446032.0;2917130411.0;962250055.0;188249808;7114599.0;0;-13700000.0
2014-08-10;15546678.0;63810000.0;0.0;3982643848.0;2882817245.0;956340275.0;182116584;-10871304.0;0;-63810000.0
2014-08-11;-9468360.0;0.0;12450000.0;4233852206.0;2867770926.0;1140111316.0;215708112;2472674.0;0;12450000.0
2014-08-12;-3157066.0;0.0;6000000.0;4132112011.0;2702277950.0;1166178089.0;254079336;26461099.0;0;6000000.0
2014-08-13;7017538.0;27900000.0;0.0;4254374642.0;2782450622.0;1190779613.0;295218816;50518141.0;0;-27900000.0
2014-08-14;-698738.0;22400000.0;10309000.0;4058941130.0;2553767666.0;1191423462.0;319743816;56764969.0;0;-12091000.0
2014-08-15;;;;;;;359253528;;0;
2014-08-16;;;;;;;368901384;;0;
2014-08-17;;;;;;;363698496;;0;
2014-08-18;;;;;;;387835248;;0;
2014-08-19;;;;;;;415903632;;0;
2014-08-20;;;;;;;465161808;;0;
2014-08-21;-21699837.0;44340000.0;0.0;4199879978.0;2535512739.0;1230633929.0;492973104;136734936.0;0;-44340000.0
2014-08-22;-10187281.0;58157000.0;0.0;4188105440.0;2608029890.0;1174304634.0;466216992;109006391.0;0;-58157000.0
2014-08-23;12088584.0;188337000.0;0.0;4106577018.0;2776533029.0;1023616695.0;469710624;108182010.0;0;-188337000.0
2014-08-24;-2100451.0;144292000.0;0.0;4158115027.0;2750552625.0;1035883393.0;502996440;100791972.0;0;-144292000.0
2014-08-25;-18982541.0;57876000.0;0.0;4161639757.0;2450129552.0;1267555462.0;513942672;98174538.0;0;-57876000.0
2014-08-26;-42336662.0;88451000.0;0.0;3934719603.0;2281637538.0;1287724847.0;489453096;65348636.0;0;-88451000.0
2014-08-27;-36130539.0;41990000.0;0.0;3962073608.0;2318692755.0;1272521897.0;445445376;84408148.0;0;-41990000.0
2014-08-28;5138978.0;37903000.0;0.0;3979983302.0;2395728388.0;1234423043.0;373851456;49419635.0;0;-37903000.0
2014-08-29;15589234.0;16760000.0;0.0;4178896696.0;2662890152.0;1183626397.0;325200888;42088863.0;0;-16760000.0
2014-08-30;14799562.0;0.0;0.0;4175480299.0;2851703594.0;1000451988.0;301602816;1750882.0;0;0.0
2014-08-31;934946.0;0.0;0.0;4081632471.0;2689256655.0;1034514216.0;350120808;11794835.0;0;0.0
2014-09-01;-12693660.0;9900000.0;0.0;4274100205.0;2630402158.0;1266288210.0;392543328;17789223.0;0;-9900000.0
2014-09-02;-9763577.0;0.0;0.0;4306053256.0;2634579395.0;1269185363.0;404890680;34140544.0;0;0.0
2014-09-03;2837136.0;43720000.0;33720000.0;4523077903.0;2898459847.0;1248007971.0;376019136;14081442.0;0;-10000000.0
2014-09-04;-4254648.0;12500000.0;19800000.0;4216043166.0;2669219073.0;1215452871.0;321438672;2025609.0;0;7300000.0
2014-09-05;6954859.0;70883000.0;0.0;4292082536.0;2906887363.0;1166491910.0;275826576;-4920083.0;0;-70883000.0
2014-09-06;22700645.0;0.0;2700000.0;4274697541.0;3023782246.0;972722465.0;247621944;2473882.0;0;2700000.0
2014-09-07;22629892.0;38100000.0;0.0;4333448556.0;3086191187.0;992557390.0;248745552;-2174647.0;0;-38100000.0
2014-09-08;-3257572.0;2400000.0;9840000.0;4264877014.0;2749677714.0;1225276482.0;279094392;322163.0;0;7440000.0
2014-09-09;-12469146.0;5040000.0;68622000.0;4192897589.0;2548943248.0;1256739227.0;329518848;26441649.0;0;63582000.0
